purchase_id,customer_id,purchase_date,purchase_amount,product_category,repeat_buyer,customer_segment,promotion_flag,region,inventory_index
109080,CUST2953,2022-09-10,148.0,Clothing,3,High Value,0,North,115.97
109081,CUST0189,2023-09-13,76.58,Home,2,Occasional,0,South,87.56
109082,CUST2136,2023-07-26,187.23,Clothing,3,High Value,0,East,140.89
109083,CUST1609,2024-09-18,111.78,Clothing,2,Occasional,0,North,170.01
109084,CUST2955,2023-05-29,135.5,Home,3,High Value,0,North,108.29
109085,CUST2170,2024-11-09,106.93,Sports,5,High Value,1,South,139.37
109086,CUST2098,2024-01-23,48.13,Clothing,2,Occasional,0,East,84.33
109087,CUST0005,2022-09-08,153.22,Home,3,High Value,0,North,62.36
109088,CUST1092,2023-10-29,86.68,Electronics,3,High Value,0,East,125.1
109089,CUST2531,2023-10-15,122.33,Electronics,0,New,0,Central,178.46
109090,CUST0365,2024-05-02,44.21,Clothing,0,New,0,South,53.71
109091,CUST2264,2023-11-01,85.45,Sports,3,High Value,0,North,123.27
109092,CUST0399,2023-03-07,187.17,Electronics,4,High Value,0,North,88.74
109093,CUST1556,2024-06-15,106.22,Electronics,4,High Value,1,Central,105.42
109094,CUST1624,2023-03-25,50.9,Electronics,3,High Value,0,North,137.41
109095,CUST0120,2024-08-11,37.18,Electronics,2,Occasional,0,West,134.45
109096,CUST1735,2022-04-27,134.57,Sports,1,Occasional,0,West,155.45
109097,CUST1846,2023-01-29,36.04,Home,1,Occasional,0,South,166.42
109098,CUST0463,2023-03-19,102.4,Electronics,0,New,0,West,141.68
109099,CUST2625,2024-08-10,111.88,Electronics,2,Occasional,0,East,198.41
109100,CUST0009,2024-01-15,100.22,Sports,5,High Value,0,North,110.04
109101,CUST2183,2024-12-09,83.47,Home,3,High Value,1,South,105.14
109102,CUST2322,2022-10-10,38.91,Sports,10,High Value,0,East,116.26
109103,CUST1307,2024-11-28,73.85,Electronics,2,Occasional,1,West,145.11
109104,CUST1268,2024-06-15,119.6,Home,4,High Value,1,North,144.54
109105,CUST0879,2023-07-20,115.08,Clothing,3,High Value,0,West,88.76
109106,CUST1337,2024-11-25,71.78,Electronics,3,High Value,0,East,123.27
109107,CUST2058,2023-10-06,54.08,Sports,3,High Value,0,Central,141.81
109108,CUST0278,2024-10-06,86.89,Sports,3,High Value,0,North,119.81
109109,CUST0233,2023-10-14,180.93,Home,0,High Value,0,South,192.38
109110,CUST0109,2023-01-26,154.69,Sports,5,High Value,0,North,184.04
109111,CUST2599,2024-11-25,94.74,Home,0,New,1,North,160.92
109112,CUST1429,2024-04-04,98.88,Home,5,High Value,0,East,118.23
109113,CUST1386,2022-04-24,109.35,Clothing,3,High Value,0,Central,194.82
109114,CUST2600,2022-07-06,94.84,Home,3,High Value,0,South,50.45
109115,CUST0149,2023-01-27,55.12,Electronics,2,Occasional,0,East,78.43
109116,CUST1966,2023-05-28,41.77,Clothing,5,High Value,0,Central,141.74
109117,CUST0303,2022-08-03,89.26,Sports,0,New,0,West,82.78
109118,CUST1633,2024-03-22,86.31,Electronics,4,High Value,0,East,155.23
109119,CUST0382,2024-03-09,148.47,Home,3,High Value,0,West,134.75
109120,CUST2609,2023-09-06,147.65,Electronics,5,High Value,0,West,188.71
109121,CUST1472,2022-10-05,97.45,Clothing,4,High Value,0,West,159.94
109122,CUST0064,2023-09-12,130.24,Home,2,Occasional,0,South,146.54
109123,CUST0770,2024-02-06,105.19,Clothing,4,High Value,0,East,175.13
109124,CUST1860,2023-10-17,85.89,Home,5,High Value,0,North,112.17
109125,CUST0339,2023-12-01,93.22,Electronics,8,High Value,1,North,191.74
109126,CUST0993,2024-09-22,114.55,Electronics,2,Occasional,0,Central,158.76
109127,CUST2617,2024-12-05,165.46,Electronics,4,High Value,1,East,175.4
109128,CUST2449,2024-08-21,74.22,Sports,3,High Value,0,East,137.81
109129,CUST0524,2023-01-19,49.3,Home,2,Occasional,0,South,196.81
109130,CUST0552,2023-10-24,87.03,Home,3,High Value,0,East,142.83
109131,CUST1976,2024-12-02,93.41,Clothing,4,High Value,1,North,53.87
109132,CUST0253,2024-10-02,32.63,Clothing,3,High Value,0,Central,66.92
109133,CUST2815,2024-11-14,78.53,Sports,4,High Value,1,East,131.71
109134,CUST1572,2024-07-14,75.73,Home,1,Occasional,0,West,81.22
109135,CUST2710,2022-04-13,36.29,Home,4,High Value,0,Central,132.98
109136,CUST1723,2024-10-12,177.55,Clothing,1,High Value,0,East,102.96
109137,CUST0231,2024-06-21,37.25,Sports,3,High Value,0,North,111.29
109138,CUST0032,2023-11-24,68.88,Home,3,High Value,1,North,180.13
109139,CUST1392,2023-02-08,80.54,Home,3,High Value,0,North,107.5
109140,CUST2400,2024-05-02,68.66,Home,3,High Value,0,South,191.33
109141,CUST2270,2022-06-29,158.21,Clothing,2,High Value,1,North,80.65
109142,CUST0857,2023-03-21,90.8,Electronics,0,New,0,West,163.01
109143,CUST1609,2022-05-09,43.88,Electronics,3,High Value,0,West,183.85
109144,CUST0462,2023-08-17,39.59,Home,0,New,0,East,189.45
109145,CUST0511,2023-04-06,57.11,Home,2,Occasional,0,East,168.45
109146,CUST1288,2022-05-01,153.58,Electronics,1,High Value,0,South,56.54
109147,CUST0568,2024-08-08,77.34,Home,7,High Value,0,Central,99.87
109148,CUST0685,2024-06-19,49.08,Sports,5,High Value,1,North,167.09
109149,CUST0846,2023-08-10,81.93,Electronics,7,High Value,0,South,69.64
109150,CUST2864,2022-01-09,183.17,Home,4,High Value,0,Central,75.77
109151,CUST2262,2024-05-24,111.7,Sports,2,Occasional,0,Central,136.81
109152,CUST0475,2024-04-16,159.75,Home,1,High Value,0,East,79.19
109153,CUST2231,2024-12-10,197.52,Clothing,3,High Value,1,East,185.26
109154,CUST0811,2023-10-18,127.76,Electronics,6,High Value,0,South,62.49
109155,CUST0042,2023-08-21,97.02,Sports,3,High Value,0,Central,77.89
109156,CUST1544,2022-04-12,58.68,Home,2,Occasional,0,North,177.65
109157,CUST0337,2023-02-15,107.52,Home,2,Occasional,0,North,145.33
109158,CUST0991,2024-02-21,34.72,Sports,4,High Value,0,North,51.91
109159,CUST0184,2022-04-27,116.39,Home,3,High Value,0,West,176.48
109160,CUST1341,2024-03-04,96.7,Sports,5,High Value,0,Central,139.24
109161,CUST0282,2022-02-17,26.37,Sports,4,High Value,0,Central,175.71
109162,CUST2336,2023-01-17,172.8,Clothing,3,High Value,0,North,131.27
109163,CUST0045,2023-07-17,152.66,Electronics,4,High Value,0,Central,84.62
109164,CUST1845,2022-07-13,56.04,Home,5,High Value,0,Central,88.01
109165,CUST2913,2023-09-08,137.49,Clothing,3,High Value,0,West,133.45
109166,CUST0001,2022-11-10,45.56,Clothing,6,High Value,0,Central,80.96
109167,CUST0139,2023-02-06,193.48,Electronics,1,High Value,0,South,64.35
109168,CUST2595,2024-08-11,40.07,Electronics,4,High Value,0,South,54.56
109169,CUST2682,2023-06-14,36.43,Clothing,2,Occasional,1,West,107.31
109170,CUST2329,2022-02-05,180.69,Sports,5,High Value,0,North,104.04
109171,CUST1044,2023-05-31,113.04,Electronics,9,High Value,0,Central,180.18
109172,CUST0053,2022-02-13,154.78,Clothing,4,High Value,0,Central,144.92
109173,CUST1805,2023-04-11,194.77,Home,6,High Value,0,South,157.06
109174,CUST1949,2023-02-02,170.96,Sports,1,High Value,0,South,180.84
109175,CUST2510,2022-11-05,128.24,Electronics,0,New,1,North,152.46
109176,CUST0038,2024-06-20,59.08,Home,5,High Value,0,Central,149.31
109177,CUST0965,2023-12-25,141.66,Home,3,High Value,1,South,195.1
109178,CUST2224,2023-02-15,65.35,Home,4,High Value,0,South,161.45
109179,CUST1495,2023-03-25,145.34,Sports,1,Occasional,0,West,182.52
109180,CUST2292,2022-09-02,92.51,Clothing,1,Occasional,0,East,191.3
109181,CUST0842,2024-10-21,120.25,Clothing,1,Occasional,0,South,180.34
109182,CUST2111,2023-09-27,89.44,Clothing,1,Occasional,0,Central,136.49
109183,CUST0698,2023-07-31,39.93,Electronics,2,Occasional,0,East,181.52
109184,CUST2557,2023-02-12,168.67,Clothing,4,High Value,0,East,128.65
109185,CUST2220,2022-07-01,47.21,Clothing,1,Occasional,0,North,58.87
109186,CUST2396,2023-05-11,172.05,Clothing,0,High Value,0,East,142.04
109187,CUST2612,2023-03-05,34.01,Electronics,5,High Value,0,East,160.8
109188,CUST2451,2023-07-25,89.85,Sports,2,Occasional,0,Central,78.06
109189,CUST1548,2022-01-07,138.61,Electronics,1,Occasional,0,South,100.17
109190,CUST2363,2023-07-11,58.66,Clothing,6,High Value,0,East,114.43
109191,CUST1415,2023-09-24,104.45,Clothing,3,High Value,0,South,60.11
109192,CUST2752,2024-05-31,167.01,Electronics,2,High Value,0,Central,73.17
109193,CUST0091,2023-02-15,29.48,Home,4,High Value,0,South,139.92
109194,CUST0295,2022-11-22,64.69,Electronics,4,High Value,0,Central,162.18
109195,CUST2945,2024-02-14,63.45,Sports,3,High Value,0,South,124.36
109196,CUST2787,2022-12-17,165.8,Home,2,High Value,0,Central,122.29
109197,CUST0066,2023-10-01,114.04,Clothing,4,High Value,0,South,151.9
109198,CUST2706,2022-12-10,174.15,Sports,1,High Value,0,Central,140.73
109199,CUST2473,2023-03-28,80.47,Home,5,High Value,0,South,161.18
109200,CUST1056,2024-09-05,45.97,Home,2,Occasional,0,North,144.72
109201,CUST1013,2023-09-11,99.39,Electronics,2,Occasional,0,Central,65.28
109202,CUST2834,2022-09-20,55.95,Electronics,0,New,0,East,81.81
109203,CUST0968,2022-08-04,68.26,Sports,3,High Value,0,North,196.46
109204,CUST2679,2023-05-09,92.38,Clothing,2,Occasional,0,West,90.16
109205,CUST0113,2024-02-11,52.09,Clothing,2,Occasional,0,East,100.27
109206,CUST1954,2023-02-08,106.98,Clothing,4,High Value,0,North,130.98
109207,CUST2563,2024-12-13,82.41,Home,3,High Value,0,North,180.57
109208,CUST0339,2022-03-08,129.34,Home,9,High Value,0,North,105.49
109209,CUST1369,2024-03-08,104.42,Electronics,2,Occasional,0,West,142.41
109210,CUST0546,2024-12-13,156.84,Home,3,High Value,1,West,191.53
109211,CUST0144,2024-05-28,124.24,Electronics,4,High Value,0,Central,87.86
109212,CUST1821,2023-03-06,65.28,Sports,2,Occasional,0,East,74.38
109213,CUST2787,2022-04-18,117.81,Home,3,High Value,0,Central,67.56
109214,CUST2355,2024-10-07,63.95,Clothing,5,High Value,0,West,193.91
109215,CUST1228,2022-11-28,163.08,Electronics,5,High Value,1,West,102.43
109216,CUST1711,2024-09-18,113.76,Electronics,4,High Value,0,East,155.17
109217,CUST1655,2022-01-07,38.39,Clothing,3,High Value,0,West,162.52
109218,CUST1324,2024-02-15,198.72,Electronics,2,High Value,0,East,96.22
109219,CUST2498,2022-06-15,125.39,Sports,4,High Value,1,West,197.7
109220,CUST1849,2023-04-12,128.91,Sports,3,High Value,0,North,82.02
109221,CUST2375,2023-02-25,94.3,Sports,2,Occasional,0,East,133.91
109222,CUST1211,2024-10-01,36.92,Home,0,New,0,East,91.46
109223,CUST1695,2022-09-20,194.98,Clothing,3,High Value,0,Central,180.29
109224,CUST1223,2022-07-08,77.69,Electronics,3,High Value,0,North,58.59
109225,CUST1877,2024-07-21,195.89,Home,3,High Value,0,North,120.4
109226,CUST0102,2024-07-27,113.48,Electronics,2,Occasional,0,West,184.16
109227,CUST0414,2022-05-27,27.84,Home,5,High Value,0,Central,181.63
109228,CUST2999,2022-08-20,157.13,Home,2,High Value,0,North,153.28
109229,CUST1142,2022-05-08,102.92,Electronics,2,Occasional,0,East,127.78
109230,CUST1869,2022-08-15,87.65,Clothing,4,High Value,0,Central,139.68
109231,CUST1971,2024-06-14,58.04,Clothing,2,Occasional,0,Central,139.73
109232,CUST0731,2022-04-30,185.15,Sports,2,High Value,0,Central,173.72
109233,CUST2097,2024-05-23,21.02,Home,1,Occasional,0,East,115.66
109234,CUST1294,2024-09-15,88.83,Clothing,5,High Value,0,North,180.57
109235,CUST1787,2022-10-22,96.28,Electronics,4,High Value,0,East,84.56
109236,CUST1178,2024-06-27,48.68,Electronics,2,Occasional,1,East,191.47
109237,CUST2989,2022-11-14,44.6,Electronics,5,High Value,1,Central,186.17
109238,CUST2638,2024-10-03,172.03,Home,3,High Value,0,North,99.0
109239,CUST1152,2023-08-21,99.55,Sports,4,High Value,0,Central,53.83
109240,CUST2638,2022-05-16,34.03,Home,4,High Value,0,West,121.72
109241,CUST2745,2022-04-30,165.43,Electronics,1,High Value,0,South,63.25
109242,CUST2054,2024-08-08,96.1,Sports,1,Occasional,0,Central,51.8
109243,CUST2012,2023-07-08,156.66,Sports,4,High Value,0,North,159.98
109244,CUST0667,2023-05-02,150.16,Electronics,3,High Value,0,West,108.75
109245,CUST0987,2023-02-09,189.31,Clothing,1,High Value,0,South,62.39
109246,CUST1736,2023-02-10,142.03,Clothing,3,High Value,0,East,144.13
109247,CUST1262,2024-03-31,158.86,Home,2,High Value,0,South,170.19
109248,CUST1368,2022-12-26,153.44,Sports,3,High Value,0,Central,132.61
109249,CUST0679,2024-05-30,111.35,Clothing,1,Occasional,0,East,158.11
109250,CUST2958,2023-12-09,56.88,Home,4,High Value,1,Central,130.14
109251,CUST2127,2022-12-08,69.21,Electronics,5,High Value,0,Central,62.51
109252,CUST2406,2022-09-06,21.83,Electronics,1,Occasional,0,South,180.25
109253,CUST2851,2022-09-30,175.39,Clothing,1,High Value,0,East,117.95
109254,CUST1663,2022-11-17,204.6,Clothing,1,High Value,1,South,85.38
109255,CUST2078,2023-04-09,193.21,Sports,3,High Value,0,West,119.13
109256,CUST2589,2023-11-05,105.34,Electronics,3,High Value,0,South,160.93
109257,CUST2076,2024-09-09,25.53,Home,0,New,0,West,168.76
109258,CUST0598,2023-10-28,41.32,Clothing,2,Occasional,0,North,155.38
109259,CUST2204,2024-03-21,193.49,Home,6,High Value,0,Central,153.21
109260,CUST2502,2023-02-17,117.39,Electronics,5,High Value,0,Central,99.05
109261,CUST2487,2024-09-05,193.35,Clothing,0,High Value,0,South,55.92
109262,CUST2761,2024-09-30,94.93,Clothing,3,High Value,0,Central,187.33
109263,CUST2539,2024-10-24,131.55,Sports,3,High Value,0,East,64.21
109264,CUST1894,2022-05-20,166.87,Electronics,6,High Value,0,West,83.43
109265,CUST1476,2023-10-15,180.12,Electronics,2,High Value,0,South,86.15
109266,CUST1958,2023-03-08,178.9,Electronics,0,High Value,0,North,86.79
109267,CUST2676,2024-04-20,44.97,Clothing,1,Occasional,0,North,149.83
109268,CUST0995,2023-01-09,147.39,Electronics,6,High Value,0,North,89.02
109269,CUST1262,2023-01-15,172.77,Clothing,3,High Value,0,South,128.89
109270,CUST2179,2023-08-11,83.97,Home,3,High Value,0,North,144.31
109271,CUST2454,2022-11-02,94.96,Sports,3,High Value,1,West,136.13
109272,CUST1461,2023-05-26,80.84,Home,0,New,0,East,114.93
109273,CUST1075,2022-06-06,68.88,Home,5,High Value,1,Central,172.96
109274,CUST0005,2023-06-30,25.78,Sports,4,High Value,0,East,112.08
109275,CUST2327,2022-11-24,56.49,Home,0,New,1,East,118.19
109276,CUST2465,2022-05-29,44.7,Sports,5,High Value,0,North,153.19
109277,CUST1812,2024-08-12,187.47,Sports,1,High Value,0,South,171.4
109278,CUST1963,2022-04-22,62.46,Electronics,7,High Value,0,North,137.61
109279,CUST0446,2024-01-28,182.16,Clothing,1,High Value,0,Central,85.69
109280,CUST0460,2023-11-26,53.07,Sports,4,High Value,1,North,194.1
109281,CUST2157,2024-10-26,68.45,Sports,3,High Value,0,Central,127.68
109282,CUST1311,2022-08-06,104.57,Clothing,3,High Value,0,North,138.0
109283,CUST0484,2023-12-15,104.93,Sports,2,Occasional,0,Central,174.59
109284,CUST1772,2023-08-22,140.24,Electronics,4,High Value,0,East,71.0
109285,CUST2283,2024-08-21,57.66,Electronics,4,High Value,0,Central,178.12
109286,CUST1638,2024-08-28,86.6,Home,1,Occasional,0,West,173.31
109287,CUST0314,2023-04-27,185.58,Sports,5,High Value,0,North,143.03
109288,CUST2709,2023-05-05,151.65,Electronics,8,High Value,0,South,81.45
109289,CUST2882,2024-11-04,170.98,Sports,1,High Value,0,North,142.41
109290,CUST2782,2024-11-23,166.26,Home,6,High Value,1,West,140.21
109291,CUST2485,2023-03-02,179.95,Clothing,0,High Value,0,Central,139.38
109292,CUST0104,2024-12-08,116.87,Sports,2,Occasional,0,East,140.81
109293,CUST2399,2023-10-04,84.41,Sports,0,New,0,West,123.96
109294,CUST2996,2024-01-28,190.45,Sports,5,High Value,0,Central,93.69
109295,CUST0733,2024-07-20,144.76,Electronics,2,Occasional,0,North,199.09
109296,CUST1163,2023-06-05,114.92,Sports,4,High Value,0,South,103.49
109297,CUST2308,2023-12-06,185.15,Home,2,High Value,1,East,189.84
109298,CUST0062,2023-04-25,50.61,Electronics,2,Occasional,0,East,150.64
109299,CUST0728,2023-06-23,186.86,Clothing,2,High Value,0,Central,51.43
109300,CUST0433,2022-01-26,103.93,Clothing,4,High Value,0,East,193.36
109301,CUST2761,2024-02-10,24.84,Home,4,High Value,0,Central,75.76
109302,CUST2023,2023-04-13,67.18,Home,5,High Value,0,West,103.56
109303,CUST2132,2022-06-09,90.93,Home,3,High Value,1,Central,157.28
109304,CUST2534,2022-05-10,60.56,Home,3,High Value,0,West,71.28
109305,CUST0866,2022-06-11,164.84,Electronics,5,High Value,1,Central,127.88
109306,CUST0018,2023-02-03,177.1,Clothing,1,High Value,0,West,193.21
109307,CUST2749,2023-04-28,141.02,Electronics,3,High Value,0,North,142.64
109308,CUST2796,2024-03-07,109.48,Sports,4,High Value,0,East,139.64
109309,CUST2406,2022-01-29,21.29,Electronics,2,Occasional,0,West,93.53
109310,CUST1117,2022-08-14,89.35,Electronics,5,High Value,0,East,196.21
109311,CUST2596,2024-04-28,70.04,Sports,2,Occasional,0,West,156.76
109312,CUST0970,2022-08-20,98.82,Sports,5,High Value,0,East,157.4
109313,CUST2833,2022-12-05,163.27,Clothing,3,High Value,0,West,94.39
109314,CUST2489,2024-01-20,94.88,Sports,3,High Value,0,Central,192.12
109315,CUST1061,2022-03-16,64.09,Clothing,2,Occasional,0,North,131.77
109316,CUST0698,2024-03-06,96.82,Sports,3,High Value,0,Central,107.29
109317,CUST0280,2024-08-10,192.4,Sports,1,High Value,0,South,98.71
109318,CUST0630,2023-09-02,70.96,Sports,2,Occasional,0,South,173.21
109319,CUST1974,2024-04-03,181.24,Electronics,2,High Value,0,Central,164.96
109320,CUST1661,2022-12-05,74.1,Clothing,4,High Value,0,West,54.7
109321,CUST1444,2023-01-07,82.44,Clothing,1,Occasional,0,North,169.86
109322,CUST0344,2024-11-09,149.61,Home,3,High Value,1,South,115.01
109323,CUST2901,2024-07-19,167.72,Sports,4,High Value,0,North,133.88
109324,CUST1305,2024-04-27,107.65,Home,1,Occasional,0,West,112.14
109325,CUST0371,2023-08-26,87.66,Home,2,Occasional,0,North,97.53
109326,CUST1430,2022-04-06,32.87,Electronics,3,High Value,0,South,80.04
109327,CUST0665,2022-09-09,198.67,Sports,3,High Value,0,West,118.28
109328,CUST0076,2023-09-19,113.37,Home,1,Occasional,0,North,78.35
109329,CUST2543,2023-11-15,196.8,Sports,3,High Value,1,South,124.72
109330,CUST2300,2023-06-28,123.75,Sports,7,High Value,1,West,199.67
109331,CUST1164,2024-06-29,100.99,Home,5,High Value,1,South,197.72
109332,CUST0357,2023-01-07,43.48,Sports,2,Occasional,0,Central,112.15
109333,CUST0797,2024-05-28,23.64,Sports,4,High Value,0,East,125.12
109334,CUST0450,2022-07-22,56.25,Home,2,Occasional,0,Central,161.07
109335,CUST2703,2023-06-08,28.34,Sports,5,High Value,0,North,58.66
109336,CUST0983,2023-07-30,58.1,Electronics,1,Occasional,0,South,176.05
109337,CUST1163,2022-04-10,55.26,Clothing,5,High Value,0,East,142.36
109338,CUST0001,2023-01-23,146.77,Electronics,7,High Value,0,North,93.39
109339,CUST0198,2024-10-15,127.6,Home,1,Occasional,0,West,101.49
109340,CUST2447,2024-10-26,146.54,Electronics,3,High Value,0,East,196.01
109341,CUST2775,2024-09-21,183.79,Sports,3,High Value,0,West,187.77
109342,CUST1996,2023-11-06,70.96,Home,2,Occasional,1,Central,92.39
109343,CUST0915,2024-10-27,95.68,Sports,3,High Value,0,West,116.58
109344,CUST1936,2022-12-30,54.07,Clothing,8,High Value,0,East,153.39
109345,CUST0688,2022-11-27,53.53,Electronics,6,High Value,1,South,133.0
109346,CUST1634,2023-09-03,141.37,Clothing,7,High Value,0,Central,116.14
109347,CUST1063,2024-03-31,155.99,Clothing,6,High Value,0,East,60.88
109348,CUST2958,2022-03-19,114.06,Home,5,High Value,0,East,167.5
109349,CUST0282,2023-09-08,104.35,Home,5,High Value,0,Central,108.4
109350,CUST1427,2024-04-06,187.74,Home,3,High Value,0,North,196.8
109351,CUST2840,2024-11-24,63.57,Clothing,0,New,0,West,121.79
109352,CUST2031,2022-06-07,50.83,Home,3,High Value,1,South,107.5
109353,CUST0762,2022-02-08,170.19,Sports,2,High Value,0,West,131.38
109354,CUST0695,2022-06-25,52.14,Sports,4,High Value,0,North,133.66
109355,CUST1459,2024-10-27,151.99,Electronics,1,High Value,0,North,193.58
109356,CUST2369,2024-05-29,177.37,Clothing,0,High Value,0,East,99.82
109357,CUST2803,2024-12-01,28.54,Home,2,Occasional,0,East,144.81
109358,CUST1336,2022-12-25,203.28,Electronics,1,High Value,1,North,105.22
109359,CUST1622,2024-03-02,158.64,Clothing,0,High Value,0,Central,104.87
109360,CUST2289,2024-09-20,160.49,Electronics,4,High Value,0,South,140.31
109361,CUST0967,2024-09-14,161.56,Home,4,High Value,0,North,107.34
109362,CUST1224,2022-07-18,20.66,Electronics,4,High Value,0,West,147.19
109363,CUST0811,2024-07-06,136.09,Home,7,High Value,0,Central,101.22
109364,CUST1865,2024-09-10,153.37,Clothing,3,High Value,0,East,198.55
109365,CUST2938,2023-11-08,145.02,Clothing,1,Occasional,1,Central,177.58
109366,CUST1078,2022-03-21,46.04,Sports,3,High Value,0,North,164.6
109367,CUST2686,2022-11-03,21.46,Sports,3,High Value,0,East,152.04
109368,CUST2774,2024-07-29,82.03,Electronics,1,Occasional,0,East,73.61
109369,CUST0182,2023-06-20,51.02,Sports,3,High Value,0,East,147.68
109370,CUST1864,2023-03-22,62.83,Clothing,5,High Value,0,East,106.52
109371,CUST2645,2024-04-13,191.22,Clothing,1,High Value,0,Central,128.39
109372,CUST0055,2024-12-25,172.27,Home,5,High Value,1,North,117.56
109373,CUST1234,2024-11-04,164.66,Home,4,High Value,0,South,133.97
109374,CUST2863,2024-02-14,106.76,Electronics,5,High Value,0,West,163.54
109375,CUST2602,2023-11-16,39.66,Clothing,7,High Value,1,South,125.0
109376,CUST2072,2023-12-23,54.19,Clothing,1,Occasional,1,Central,145.47
109377,CUST1048,2022-01-26,185.65,Electronics,2,High Value,0,North,154.7
109378,CUST0153,2023-10-17,121.87,Clothing,2,Occasional,0,North,104.08
109379,CUST0291,2024-09-10,141.83,Clothing,3,High Value,0,East,72.81
109380,CUST2458,2024-04-05,59.78,Home,6,High Value,0,West,70.72
109381,CUST2731,2023-01-02,191.73,Clothing,1,High Value,0,Central,145.94
109382,CUST2913,2022-04-29,129.25,Electronics,4,High Value,0,North,171.78
109383,CUST2636,2023-03-20,138.46,Sports,4,High Value,0,North,173.78
109384,CUST1827,2022-08-15,158.88,Sports,1,High Value,0,West,177.6
109385,CUST0198,2024-11-11,63.3,Home,2,Occasional,0,West,146.33
109386,CUST0521,2023-04-15,86.22,Clothing,4,High Value,0,South,67.59
109387,CUST1136,2023-10-28,120.06,Sports,3,High Value,0,West,196.55
109388,CUST2805,2024-08-16,192.33,Home,5,High Value,0,East,188.68
109389,CUST2881,2023-01-27,126.19,Home,9,High Value,0,West,139.02
109390,CUST1915,2022-08-18,121.93,Home,6,High Value,0,Central,50.39
109391,CUST2747,2022-04-05,54.34,Electronics,4,High Value,0,North,159.91
109392,CUST2009,2023-06-18,194.85,Electronics,2,High Value,1,West,106.74
109393,CUST2440,2024-07-10,154.78,Clothing,4,High Value,0,West,117.92
109394,CUST2337,2022-11-16,132.31,Sports,3,High Value,1,East,84.79
109395,CUST0342,2023-12-07,140.42,Clothing,0,New,1,East,71.13
109396,CUST0950,2023-09-07,185.53,Clothing,2,High Value,0,Central,172.61
109397,CUST1097,2022-03-29,131.53,Clothing,4,High Value,0,Central,83.79
109398,CUST1499,2022-09-08,87.56,Clothing,3,High Value,0,South,143.07
109399,CUST2723,2024-09-06,151.64,Home,0,High Value,0,South,80.36
109400,CUST0493,2024-04-29,62.29,Clothing,3,High Value,0,East,154.57
109401,CUST0830,2023-05-31,81.82,Home,3,High Value,0,North,74.31
109402,CUST1209,2023-07-23,109.23,Sports,2,Occasional,0,North,89.86
109403,CUST0392,2024-01-15,143.88,Clothing,1,Occasional,0,North,100.09
109404,CUST0964,2024-12-17,199.2,Home,5,High Value,0,South,105.2
109405,CUST2650,2023-06-25,195.23,Sports,3,High Value,1,Central,92.11
109406,CUST1477,2024-05-18,38.76,Clothing,4,High Value,0,West,107.29
109407,CUST0347,2023-01-14,51.46,Clothing,2,Occasional,0,West,64.65
109408,CUST0032,2023-09-05,180.24,Home,4,High Value,0,North,110.54
109409,CUST1496,2023-08-22,73.17,Sports,5,High Value,0,South,149.04
109410,CUST0442,2023-08-09,157.96,Home,4,High Value,0,South,183.53
109411,CUST2358,2024-12-23,87.3,Clothing,6,High Value,1,East,65.0
109412,CUST1374,2022-12-19,48.74,Sports,3,High Value,1,South,196.86
109413,CUST2747,2023-06-16,98.71,Home,5,High Value,0,West,117.35
109414,CUST1651,2024-05-23,85.99,Clothing,5,High Value,0,North,99.7
109415,CUST0550,2022-02-28,29.87,Clothing,5,High Value,0,Central,96.99
109416,CUST2495,2023-08-18,83.47,Home,2,Occasional,0,South,180.92
109417,CUST1827,2024-03-25,68.2,Sports,2,Occasional,0,North,87.2
109418,CUST1795,2024-05-15,192.29,Home,2,High Value,0,West,132.58
109419,CUST1094,2023-10-23,132.87,Clothing,3,High Value,0,West,127.31
109420,CUST0531,2024-02-22,99.24,Electronics,5,High Value,0,West,155.81
109421,CUST2829,2022-06-27,152.44,Sports,4,High Value,1,North,165.7
109422,CUST2872,2022-02-27,125.82,Home,4,High Value,0,South,108.92
109423,CUST1983,2024-06-23,153.75,Sports,2,High Value,0,West,122.6
109424,CUST2319,2022-01-17,70.16,Sports,4,High Value,0,East,177.7
109425,CUST1984,2024-08-08,86.23,Electronics,4,High Value,0,Central,120.24
109426,CUST1513,2022-07-06,73.51,Sports,3,High Value,0,East,121.58
109427,CUST0915,2024-03-07,175.94,Clothing,4,High Value,0,South,151.54
109428,CUST2960,2024-02-18,177.62,Electronics,3,High Value,0,Central,167.09
109429,CUST0153,2024-09-11,114.5,Home,3,High Value,0,West,138.24
109430,CUST1396,2023-04-12,196.4,Clothing,4,High Value,0,West,64.34
109431,CUST2150,2022-03-31,196.25,Home,2,High Value,0,West,151.48
109432,CUST2166,2023-02-20,127.36,Electronics,4,High Value,0,South,70.49
109433,CUST1283,2024-03-26,141.96,Electronics,1,Occasional,0,West,54.05
109434,CUST2975,2024-12-21,203.28,Sports,1,High Value,1,East,156.62
109435,CUST2804,2023-10-07,72.81,Sports,4,High Value,0,West,199.98
109436,CUST2684,2023-08-11,197.54,Electronics,2,High Value,0,East,171.76
109437,CUST1949,2023-05-04,80.58,Electronics,2,Occasional,0,Central,56.15
109438,CUST0293,2023-12-17,118.36,Home,1,Occasional,0,Central,196.93
109439,CUST0202,2024-04-10,149.17,Sports,3,High Value,0,East,172.67
109440,CUST1894,2024-05-28,110.7,Sports,7,High Value,0,West,127.5
